material_id,formula,bandgap,formation_energy,stability,volume,density,n_sites,crystal_system,spacegroup,is_stable,is_metal
mp-759728,Sb7(O2F3)3,2.7586999999999993,-2.234122542272727,0.058521652954545006,786.0442760271984,4.729109549759576,44,Orthorhombic,Aem2,False,False
mp-625679,MoH4O5,0.7874,-1.334061551,0.20379699387499803,212.1841841856753,2.816846673982543,20,Triclinic,P-1,False,False
mp-1041679,W3O8,2.7281999999999993,-2.000729789999999,0.148077885227273,177.39860831387935,6.360599706351987,11,Triclinic,P-1,False,False
mp-627077,Ba(HO)2,4.07,-2.02778451225,0.029429058749999,526.5688946372837,4.322618464926401,40,Triclinic,P1,False,False
mp-1043362,Ta2O5,3.903299999999999,-3.119522744238096,0.22704038714285701,258.8723906343899,5.669049445014232,14,Orthorhombic,Cmcm,False,False
mp-756397,Li3V6O16,0.0,-2.3786919144,0.021704391799998002,272.9295911719175,3.5437768615436003,25,Monoclinic,Pm,False,True
mp-542814,SiO2,5.5504,-3.265347307499999,0.0074840363888910005,1071.0398743808114,2.235711217823113,72,Orthorhombic,P2_12_12_1,False,False
mp-764033,NaMn2O4,0.0,-1.9529847074630542,0.025177440357142002,350.49740472011246,3.7306919882217313,28,Monoclinic,P2/c,False,True
mp-673658,H2O,5.0695,-1.1775513,0.10245169333333301,102.71159127717468,1.1650126675580221,12,Orthorhombic,Cmc2_1,False,False
mp-1398042,Ca(CuO2)2,0.10459999999999901,-1.542171583571427,0.168071061428571,190.92113667000905,4.021166408574619,14,Monoclinic,P2_1,False,False
mp-1042154,Zn(WO2)2,0.6518,-1.4086734692857141,0.412297614642856,381.963643963947,8.644086753568397,28,Triclinic,P1,False,False
mp-1210508,Lu3SbO7,3.114699999999999,-3.469671939999998,0.0,271.9982218185503,9.263143311151058,22,Orthorhombic,C222_1,True,False
mp-1200706,SbOF6,0.6629,-1.791636794687499,0.23137303984375002,452.5822078788098,3.6947136013179502,32,Cubic,Ia-3,False,False
mp-1003764,K3Mn4O8,0.48749999999999905,-1.955604567398289,0.0,779.4353994690597,3.9629756312672573,60,Triclinic,P1,True,False
mp-3572,Gd2(MoO4)3,3.2407,-2.635878328529412,0.0,1224.8457871457385,4.307440003770833,68,Orthorhombic,Pba2,True,False
mp-15742,Nd2CuO4,0.0,-2.896723183571427,0.07589115500000501,187.96185912918057,7.350747495097408,14,Orthorhombic,Cmce,False,True
mp-30962,K4Ge9O20,3.0665,-2.17915325890909,0.0,975.599746308257,3.847158879398164,66,Tetragonal,I4_1/a,True,False
mp-771189,Ba4Ti3O10,2.2132,-3.431557339411766,0.022349617941161002,246.46560435059266,5.746354568427771,17,Orthorhombic,Fmm2,False,False
mp-18956,SmCrO4,0.0,-2.755208639166667,0.0,166.82157004242873,5.302560385578027,12,Tetragonal,I4_1/amd,True,True
mp-4359,Sr2PdO3,0.2353,-2.394458980833334,0.0,90.81177964681467,6.027965995755455,6,Orthorhombic,Immm,True,False
mp-1183917,CsMoO3,0.0,-1.7754282169310351,0.37378243524999805,70.60272032171409,6.511217942104932,5,Cubic,Pm-3m,False,True
mp-1264966,AlFeO3,0.6687000000000001,-2.3307735885,0.23604759199999903,197.55869509092068,4.398481964523095,20,Triclinic,P-1,False,False
mp-1200054,V4Fe2O13,2.299299999999999,-2.178933140394736,0.0038499167105250005,1188.9816311186953,2.9242039159970092,76,Monoclinic,P2_1/c,False,False
mp-3313239,Ba2IrO5,0.3391,-1.99963203578125,0.0,491.5336624410712,7.389896146948118,32,Orthorhombic,Pnma,True,False
mp-1199125,In2Se2O7,2.8578,-1.5873975830018932,0.0,1222.5172087479307,5.428309875751703,88,Orthorhombic,Pccn,True,False
mp-1216994,V2OF6,0.08559999999999901,-2.362066477222223,0.580557786458325,293.99363426375913,2.619334773887258,18,Orthorhombic,Ima2,False,False
mp-3249890,Pa3O7F,3.1542,-3.932072879204544,0.0,177.17051932628883,7.723933488518766,11,Orthorhombic,Cmmm,True,False
mp-624691,VAgO3,1.918899999999999,-1.731810440833332,0.023145989000012003,293.51845214034967,4.679945601066319,20,Monoclinic,C2/c,False,False
mp-1224786,GaSbO4,0.7966999999999991,-2.054515252916665,0.0,64.74197216120193,6.552712296160798,6,Orthorhombic,Cmmm,True,False
mp-891854,AgGeO3,0.0,-1.335310217333333,0.135711886999994,152.23687320929267,4.984913262721486,10,Orthorhombic,Pmma,False,True
mp-795937,Li4MoO5,0.0,1.074436697666666,3.3363839855,185.14334875043508,3.653962950205001,20,Triclinic,P-1,False,True
mp-26100,Bi2(PO4)3,0.0,-2.139646696554622,0.09407769102942201,1050.1462167567202,4.445671235152988,68,Monoclinic,P2_1/c,False,True
mp-1210487,Nd(BrO2)3,1.7495999999999992,-1.03564695625,0.05878547544999801,420.6801710479432,3.788989565374443,20,Monoclinic,P2/c,False,False
mp-3259803,Na3PaO4,3.621799999999999,-2.769890615625,0.0,220.4739571793754,5.48310429165428,16,Monoclinic,P2/c,True,False
mp-754555,HoTlO2,1.4262000000000001,-2.722815777083333,0.099693531718751,67.94330023996899,9.808103947970533,4,Trigonal,R-3m,False,False
mp-1209897,Ni(PtO2)3,0.0,-0.9822770769999991,0.0009693657499990001,230.22432204958466,10.673957077790343,20,Orthorhombic,Pbam,False,True
mp-1041414,CaW4O9,0.0,-1.9387241339285701,0.32236414065475905,374.8028027798648,8.146970834165979,28,Tetragonal,P4/n,False,True
mp-19366,Lu(FeO2)2,0.0,-2.404050383809524,0.10169619973214,88.21659180780694,6.600523215083746,7,Trigonal,R-3m,False,True
mp-1205345,Sb2O3,2.5073,-1.7333436614999962,0.018393840500001,353.951897730242,5.470544023966135,20,Monoclinic,P2_1/c,False,False
mp-3317757,Sr4Ir6O19,0.0,-1.523850717801722,0.0,403.22794088383625,7.444607390958909,29,Cubic,I23,True,True
mp-29176,Na8Si7O18,4.4437,-2.809347975182863,0.055333364772727,381.1607190870926,2.9123674912647,33,Trigonal,R-3m,False,False
mp-1212644,Na3TlO6,0.024399999999999002,0.17702983925287302,1.2887437159999982,2563.8729032583333,0.23921562412427902,10,Orthorhombic,Cmmm,False,False
mp-985293,Al(HO)3,5.8109,-2.035476930178572,0.028996113928570003,189.08839788176678,2.740050851139235,28,Orthorhombic,P2_12_12_1,False,False
mp-758462,La4Mn4O11,0.226199999999999,-2.963196855090745,0.134833232775688,522.6736695110585,6.045006382279943,38,Monoclinic,Pc,False,False
mp-27764,K4I2O9,1.9183000000000001,-1.4201798019333332,0.0,510.13145754032155,3.60795369017063,30,Hexagonal,P6_3/mmc,True,False
mp-1072104,GeO2,1.371499999999999,-2.071283881666666,0.085371781666668,58.231802941946114,5.967763541697996,6,Orthorhombic,Pnnm,False,False
mp-757594,Os(OF2)2,1.9011999999999991,-1.840872333333333,0.0,608.5752244847645,4.882321334155882,42,Hexagonal,P6_1,True,False
mp-780395,Cd(BO2)2,2.908399999999999,-2.440767528095237,0.03168068866667,834.0283809242704,4.731314500129888,84,Orthorhombic,Pna2_1,False,False
mp-1195383,As2O3,3.3787000000000003,-1.6185537271666681,0.0077948838333330005,2171.6292612727602,3.630712253324062,120,Monoclinic,P2_1/c,False,False
mp-3170371,Ce2HgO2,0.0,-2.644443217000002,0.0,105.84458121251316,8.04537146823853,5,Tetragonal,I4/mmm,True,True
mp-1217149,Ti9O10,0.0,-2.7673683331578953,0.24466251315789303,218.79855255583982,4.48376594575372,19,Monoclinic,C2/m,False,True
mp-561139,Rb8Fe2O7,1.608699999999999,-1.524184723529411,0.0,733.9566095884823,4.106019229336644,34,Monoclinic,P2_1/c,True,False
mp-764163,Li3FeO4,0.0,-1.7634307837499992,0.057581230000000004,70.04649840679568,3.334652401469189,8,Orthorhombic,Amm2,False,True
mp-755262,Fe6O11F,0.0,-1.397409308333332,0.14234014655864102,192.66198253122195,4.568562621239513,18,Orthorhombic,Amm2,False,True
mp-1019534,BaAl4O7,3.6891,-3.447166220624999,0.0008325707416670001,676.749031805288,3.5063269685113223,48,Orthorhombic,Pnma,False,False
mp-1173474,P2Pb3O8,3.252,-2.3220914289194132,0.012889102179486,1265.259560585784,6.3904598205592364,78,Monoclinic,Pc,False,False
mp-3241372,Th3C2O,0.0,-1.363197209791664,0.0,110.21344096691128,11.091032850118806,6,Trigonal,P-3m1,True,True
mp-1046228,Mg(SnO2)4,0.5714,-2.026550259615384,0.157452955096151,197.96905402216206,5.260371665052036,13,Monoclinic,Cm,False,False
mp-755115,CuReO4,0.1509,-1.712742677083332,0.056393246041667004,138.1259423282647,7.543769398959294,12,Triclinic,P-1,False,False
mp-1094129,LiO2,0.07400000000000001,-0.534496061111111,0.591487969047618,28.894862085681204,2.237804733376227,3,Trigonal,R-3m,False,False
mp-684591,Al2O3,3.3421,-3.30116479525,0.125386212749999,388.93471519816154,3.482552267854382,40,Triclinic,P1,False,False
mp-541214,KS2O3,3.7848,-1.7055220741250001,0.041206475803571,941.9477163713766,2.132751164767859,48,Monoclinic,Cc,False,False
mp-1016120,KMnO2,1.8152,-1.8887207312952592,0.057312239791667004,245.13744265982157,3.415003106278191,16,Orthorhombic,Pnma,False,False
mp-1041820,Bi(WO4)2,0.190199999999999,-1.8863084309090912,0.109114399715906,167.35403555482347,6.991813184661134,11,Triclinic,P-1,False,False
mp-757266,BaTi7O14,0.0,-3.480667132196969,0.0011319361363630002,1093.0293473603456,4.231830803403245,88,Triclinic,P-1,False,True
mp-27500,NaSO2,2.3219,-1.793571767844826,0.137687050624997,256.93944268743314,2.25042681130529,16,Monoclinic,P2/c,False,False
mp-769405,Ho(Bi3O5)4,0.0,-1.751640327424243,0.058744187329556004,554.2249380507169,8.966516830138778,33,Cubic,I23,False,True
mp-854025,Ti2N2O,0.0,1.021056860166665,3.211141118249999,428.69869567307927,4.330407779160576,40,Triclinic,P1,False,True
mp-1226815,Ce4ZrO10,1.9513,-3.877621308666665,0.026843199666664003,197.8269687722201,6.813174558661541,15,Trigonal,R-3m,False,False
mp-3671,NaNbO3,2.3565,-2.843081658275861,0.0017411069999990001,481.97067079689253,4.517336614270683,40,Orthorhombic,Pbcm,False,False
mp-30237,Ba(CO)4,2.3399,-1.4948880916666671,0.29033205638888904,262.05391179814404,3.160298633171569,18,Tetragonal,I4/mcm,False,False
mp-626073,Al(HO)3,4.5901,-1.9838235744642851,0.080649469642857,450.8637975320721,2.298307508354044,56,Monoclinic,Pc,False,False
mp-1196745,Sr2As2O7,3.2477,-2.5197345343181583,0.0,1309.3486040251362,4.434490570100477,88,Tetragonal,P4_3,True,False
mp-1213502,ErIO9,0.548,-0.6321145638636361,0.569799591742423,629.2165969940859,4.625298163188127,44,Monoclinic,P2_1/c,False,False
mp-776135,Fe23O32,0.67,-1.559012010545455,0.10706625781818001,601.913304874487,4.955894132261324,55,Triclinic,P1,False,False
mp-3315163,Mg(OsO3)2,0.0,-1.515300738055556,0.0,194.42998936260955,8.553555669401133,18,Tetragonal,P4_2/mnm,True,True
mp-1179587,SbO2,1.7723,-1.7322480349999991,0.10675861124997801,355.2117006620865,5.7503172053766285,24,Orthorhombic,Pnna,False,False
mp-2229031,MgCr4O12,0.0,-1.7149599914705882,0.15571664317646403,295.4611815140423,2.384533781232138,17,Triclinic,P1,False,True
mp-1106304,TmNiO3,0.0,-2.527218608000002,0.006301209416666001,211.52687155397024,8.65492732731107,20,Monoclinic,P2_1/c,False,True
mp-17761,CaGeO3,3.481299999999999,-2.749981945333333,0.0,436.38233200713995,3.669381308468726,30,Triclinic,P-1,True,False
mp-581644,Y2Si2O7,4.7121,-3.671023028712122,0.0,1617.547896157262,4.262086953852866,132,Triclinic,P-1,True,False
mp-754502,SmYO2,0.0,-3.1839257087500012,0.091817673645831,77.96243830385232,5.777725254782315,4,Trigonal,R-3m,False,True
mp-3253075,GdNpO4,0.7961,-3.649918014791666,0.0,157.19147402749704,9.681670685341569,12,Orthorhombic,Fddd,True,False
mp-5207,Sc(PO3)3,5.1657,-2.973967434532968,0.0,1547.2127057356306,2.420141099496685,104,Cubic,I-43d,True,False
mp-1648875,Li7Mn5O12,0.7679,-2.141154379916188,0.028836967083321,440.62298147611614,3.883710302599537,48,Triclinic,P-1,False,False
mp-776441,VOF3,1.8397000000000001,-2.649892991999999,0.0627597315,273.14908604060963,3.013749813134977,20,Triclinic,P-1,False,False
mp-20079,CaPbO3,0.933199999999999,-2.173213993499998,0.002454472999995,275.27296614002546,7.124821189855321,20,Orthorhombic,Pnma,False,False
mp-755525,TmTiO3,0.0,-3.652124086666668,0.06115532024998001,229.46195942721957,7.665057270760334,20,Orthorhombic,Pnma,False,True
mp-779698,ZnTe2O5,3.01,-1.559997669791667,0.027769544374999,1003.7421497753174,5.301934672870048,64,Tetragonal,P4_2/nbc,False,False
mp-1190434,Li2IrO3,0.0,-1.731535679861109,0.0016057055833300002,216.07043513154812,7.8111256092355035,24,Orthorhombic,Fddd,False,True
mp-1196065,Cs2I4O11,2.8686,-1.149741326724137,0.003588342647058,634.0158279675835,4.973227977447885,34,Hexagonal,P6_3,False,False
mp-1206996,La3AlO,0.0,-1.473911112000002,0.0,127.34019222510247,5.994536311154249,5,Cubic,Pm-3m,True,True
mp-758397,Fe2OF3,1.6847,-2.321488981666667,0.03660640342592,145.07340581228692,4.227873572326315,12,Orthorhombic,Amm2,False,False
mp-759101,Cr3P4O15,0.0,-2.456305520389609,0.08780882306819,1191.6051728540538,2.897844635936087,88,Orthorhombic,Pna2_1,False,True
mp-779174,B5SbO10,2.258899999999999,-2.470586570208334,0.09777737916665401,800.5832085702446,2.786088728549456,64,Monoclinic,P2_1/c,False,False
mp-1394,Rb2O,1.3192,-1.129998786666666,0.0031695866666660005,154.62360766261503,4.015077323666957,6,Cubic,Fm-3m,False,False
mp-5416,Na2SeO3,4.2235,-1.795207838767059,0.0,326.13147488074566,3.522136231387598,24,Monoclinic,P2_1/c,True,False
mp-554089,SiO2,5.660399999999999,-3.266073725,0.0067576188888880005,176.75461740602768,2.257872049803831,12,Orthorhombic,Pna2_1,False,False
mp-800320,V4O7F5,0.0,2.020063553124999,4.584748953611131,206.51659384396606,3.302750377232975,16,Triclinic,P1,False,True
mp-756172,Mn3NbO8,0.0,-2.119387982816091,0.096569615451377,282.7995415499618,4.529682119345983,24,Hexagonal,P6_3mc,False,True
mp-1044095,Sb3O7,0.0,-1.662892783499999,0.11243307337499701,287.46937076794325,5.513875160512556,20,Orthorhombic,Imma,False,True
mp-1094119,Na4Ge5O12,1.471799999999999,-1.96512497050082,0.18081097261904802,226.13209465169467,4.752182460594516,21,Trigonal,P-3,False,False
mp-1178319,La24Ni16O55,0.052700000000000004,-2.78490514163158,0.08825327007896701,1230.9165106992489,6.95125418568791,95,Monoclinic,C2/m,False,False
mp-770210,CaY2O4,3.6651,-3.6969840839285713,0.07178711589285401,399.267709597316,4.689433808714298,28,Orthorhombic,Pnma,False,False
mp-15281,Sm3ReO7,0.0,-3.28051356840909,0.049815874734868,305.5787055711836,8.143325033109017,22,Orthorhombic,Cmcm,False,True
mp-1177872,Li2Ni5O9,0.0,-1.175949089479167,0.04065556328125,309.9826332418494,4.8355849643689055,32,Triclinic,P1,False,True
mp-18551,Cr3BO6,0.17850000000000002,-2.471287666166667,0.022065506750001,388.0981021803423,4.497651742514467,40,Orthorhombic,Pnma,False,False
mp-755490,Na2FeO3,0.6359,-1.571419339209769,0.080218563749999,320.1599160702937,3.108278056760298,24,Monoclinic,P2_1/c,False,False
mp-541806,Rb4Nb11O30,0.0,-2.928153638888889,0.0,739.0026561113121,4.1430713801646775,45,Trigonal,R-3m,True,True
mp-1213411,Eu3Ga5O12,0.0,-2.641342044375,0.068720582624999,1008.7616076431393,6.561418813807452,80,Cubic,Ia-3d,False,True
mp-3660,LiB3O5,6.484299999999999,-2.810832107592593,0.00656846972222,318.68110831890215,2.488007023255999,36,Orthorhombic,Pna2_1,False,False
mp-1210146,Nb9P2O25,0.0,-2.676110333452381,0.284937854135414,511.5622391464016,4.213620355500331,36,Tetragonal,I4/m,False,True
mp-1183115,AcAlO3,4.1024,-3.690019421500002,0.0,57.4514132376898,8.728230081866649,5,Cubic,Pm-3m,True,False
mp-755176,NiTeO4,0.44470000000000004,-1.312400005694444,0.099143642083344,320.13530414388487,5.193029049137061,24,Monoclinic,P2/m,False,False
mp-555665,NaVO3,3.0358,-2.369992200775863,0.005755477500000001,274.58999218475816,2.9493958683390513,20,Orthorhombic,Pnma,False,False
mp-775843,Zr2N2O,1.650399999999999,-2.333471655749997,0.004277552499999,522.7491927178849,5.754912844507179,40,Triclinic,P1,False,False
mp-1042928,Fe2(MoO4)3,2.437599999999999,-1.850245995,0.047272335441178,541.0062620610939,3.631061509940039,34,Triclinic,P-1,False,False
mp-1210533,NaSbO12,0.0,0.497589815972906,1.232172861428574,510.21724894675106,2.19190626279691,28,Cubic,Fd-3m,False,True
mp-505604,GdNiO3,0.0,-2.449596327999998,0.0,214.9801926295192,8.154897113823294,20,Orthorhombic,Pnma,True,True
mp-755666,Yb2TeO2,0.0,-3.224592407500003,0.09594248000000101,88.95606137871445,9.439484949502639,5,Trigonal,P-3m1,False,True
mp-704327,Mn7(PbO5)3,0.050699999999999,-1.8247138101206892,0.010116059600111001,2544.872765932117,6.504978739646928,200,Orthorhombic,Pnma,False,False
mp-1226911,Ce4SmO10,0.0,-3.7591236169999993,0.026276084874996,205.79236350894908,7.026632496183936,15,Tetragonal,I4/m,False,True
mp-542150,Fe2Mo4O7,0.06380000000000001,-1.266591849615385,0.366611832115385,352.7372469432318,5.719200285669999,26,Monoclinic,C2/m,False,False
mp-861109,SmY3O6,3.9935,-3.924957691999997,0.005934366875001,611.0572307832674,5.5770837499963015,40,Triclinic,P1,False,False
mp-768500,Sb2(SO4)3,3.101199999999999,-1.7690563383823532,0.014515393529411,569.8307137955326,3.0988907847208482,34,Trigonal,R-3c,False,False
mp-1404389,NaCu3O4,0.0,-1.082075233922414,0.070580089374999,103.81874525918062,4.440506099527579,8,Orthorhombic,Cmm2,False,True
mp-1207547,Zn7(MoO4)6,1.3647,-1.853698753783785,0.06079577094594601,537.8758590440207,4.376093771792614,37,Triclinic,P-1,False,False
mp-558040,CuMoO4,0.0,-1.572588993750001,0.024770568541668002,677.1618281984188,4.3842193471740565,48,Monoclinic,P2_1/c,False,True
mp-675023,Co8(BiO4)5,0.17300000000000001,-1.185140948181818,0.20775199063973201,418.59531409493763,7.284697283678929,33,Triclinic,P1,False,False
mp-28531,Rb2Ta15O32,0.0,-3.131064363163265,0.0,635.4851660135397,8.876799993909493,49,Trigonal,R-3,True,True
mp-1104866,Mg(ReO6)2,0.032,-1.038991822666667,0.7206061086666641,286.656009560316,3.410285883654956,15,Triclinic,P1,False,False
mp-752910,Na3BiO4,0.6188,-1.682600919267241,0.036291289374999,108.40144410786765,5.238093164349319,8,Orthorhombic,Cmmm,False,False
mp-675755,TiCu3O4,0.0,-1.7098972279166662,0.08301184156249901,104.1186605215957,4.82447029698279,8,Monoclinic,Cm,False,True
mp-1104405,Na(SO2)2,0.0,-1.080346744482758,0.6988194225892881,261.4075916884234,1.919885292622674,14,Monoclinic,C2,False,True
mp-776273,Zr2N2O,1.6695,-2.271366136333335,0.06638307191666201,376.13214154852216,5.9986419225751515,30,Monoclinic,C2/m,False,False
mp-1045826,Cr9O13,0.7342000000000001,-2.038002178409091,0.292728200151515,256.6241473662593,4.373918757901041,22,Monoclinic,C2/m,False,False
mp-716814,Fe2O3,0.0,-1.204043357666666,0.503047995333332,372.27860173092193,4.273710495453526,30,Trigonal,P3,False,True
mp-781634,HfZrO4,3.9488000000000003,-3.8596692575000002,0.057045140416665,271.39880928829325,8.167186145447769,24,Monoclinic,Cm,False,False
mp-760414,Ti3PdO,0.0,-1.454954431000001,0.0,137.3242166641896,6.433494068897923,10,Tetragonal,I4/mcm,True,True
mp-1225007,Fe5O8,0.0,-1.459665542307693,0.18176845096153701,153.71957432329117,4.3989521424677065,13,Cubic,F-43m,False,True
mp-754103,CaNiO3,1.2293,-1.752755917,0.07267682124999901,111.93005701039907,4.354802652635339,10,Hexagonal,P6_3mc,False,False
mp-5709,Tl3PO4,2.640899999999999,-1.894393925580359,0.0,316.8500050641708,7.422206095297045,16,Hexagonal,P6_3,True,False
mp-30274,AcBrO,4.241,-3.396185964166668,0.0,140.13940983244288,7.652290117092176,6,Tetragonal,P4/nmm,True,False
mp-14254,NdAlO3,2.863600000000001,-3.644979264499999,0.027490916999999,104.23401901492895,6.984787972938765,10,Cubic,Pm-3m,False,False
mp-1188853,CaTcO3,0.0,-2.475116318499999,0.0,234.84739259201066,5.262767383604945,20,Orthorhombic,Pnma,True,True
mp-669528,Na2UO4,2.0002,-2.997655847179802,0.0251332075,432.48442248767367,5.34472558084745,28,Orthorhombic,Pccn,False,False
mp-622171,VSb2O5,0.0,-2.019535985625,0.035788254882803,502.2916089731545,4.951728891841146,32,Orthorhombic,Pnma,False,True
mp-1105677,Al2PO7,0.0,-2.444716837464285,0.28822423633333405,269.50425962756225,2.426784209883402,20,Monoclinic,C2/m,False,True
mp-754806,Ni5O6,0.0,-1.06833911,0.040714679545455004,104.29367122360046,6.200943768911236,11,Monoclinic,C2/m,False,True
mp-764770,Li13Mn2O9,0.0,-2.021926420174808,0.05363115645833601,469.8617809279517,2.432194502296978,48,Triclinic,P1,False,True
mp-771091,Li2Cr2O7,2.2085,-1.8284900171969691,0.067283583530302,544.8739437932911,2.802175582719005,44,Tetragonal,P4_12_12,False,False
mp-777047,LiTmO2,4.6558,-3.2787756283333342,0.070488535625,47.967295539143905,7.196213808929694,4,Trigonal,R-3m,False,False
mp-753414,Lu2Pt2O7,1.657299999999998,-2.497053484848487,0.0,253.3400718407925,11.170295130831974,22,Cubic,Fd-3m,True,False
mp-761472,Co2CuO4,0.0,-1.142483596428572,0.049837738954075006,139.65766991993223,5.83588249700211,14,Orthorhombic,Imma,False,True
mp-3296393,PuSb2O7,0.267999999999999,-2.1513103685,0.0,275.19328588695333,7.235055936239507,20,Orthorhombic,Imma,True,False
mp-1187746,VCoO3,0.0,-1.481146173000001,0.541067191499996,53.84456178860735,4.868720275483928,5,Cubic,Pm-3m,False,True
mp-2217655,Mg(RuO4)2,0.0,-1.4749891004545441,0.082093972329542,217.28966012880593,2.70865074078825,11,Triclinic,P1,False,True
mp-1408395,Ca2Co3O8,0.0,-1.846933615384614,0.0,144.1228472728658,4.435284407062815,13,Monoclinic,C2/m,True,True
mp-531283,Al2CuO4,0.0,-2.654581983035714,0.062324434821429006,541.5951931776546,4.452017774692329,56,Trigonal,R3m,False,True
mp-17554,LaMnO3,0.0,-3.009731305586207,0.125533495023809,255.08175724819074,6.297394529869173,20,Orthorhombic,Pnma,False,True
mp-723463,LaO3,0.6060999999999991,-2.03022052,0.39223505468750003,115.61631613875753,5.368807035045697,8,Hexagonal,P6_3/m,False,False
mp-1273363,CrO,0.0,-1.8705256225,0.10163085166666601,50.90281938356393,4.436264453338223,4,Orthorhombic,Cccm,False,True
mp-765486,PrAl22O34,0.0,-3.381625728801169,0.045864807865494,631.7212792917546,3.36060835802689,57,Monoclinic,Pm,False,True
mp-775276,Co3(SeO3)4,0.0,-1.1266276565460531,0.175357304901316,505.8747011327965,4.494626115938524,38,Monoclinic,P2_1/c,False,True
mp-3270015,TmPa3O8,0.0,-3.9988346199999962,0.0,156.79726568069077,10.484846110462225,12,Cubic,Pm-3m,True,True
mp-760135,Li5(CoO2)4,0.6302999999999991,-1.655841158921569,0.09538508636029401,562.9743224926866,4.700843376176904,68,Triclinic,P1,False,False
mp-18834,SrMoO4,3.8445,-2.664873142499999,0.0,175.22101162731838,4.692120679089215,12,Tetragonal,I4_1/a,True,False
